text,lang
"tanku uttar deithanthi sanyjaya, yie yuddhakshetrare ghatuthiva ghatnagujaikar varnana karanthi.",ori
"mo haath fuli yaichhi, yanthrana deushi |",ori
"muridmanankar jane mahila fakeer thile, sokhna magaath diop, yieki tank pitank padabir uttaradhikareeth prapth karithile .",ori
"yaha hau na kahinki, eita tital myach nuhan, kintu fanmane eksited angnthi .",ori
mun ta kahivi tumr yeunta pasand seitaku bang.,ori
"sarkar yete sambhava sahayya karanthi, visheshtah gramanchasaare, yeunthi loke anekanshare aapna cheshtaa upare nirbhar karanthi.",ori
"eita bhari hectik kintu aame ka'na kariparibu, en?",ori
mun seita dekhivapin chahen!,ori
aame seita kemithi kini pariva?,ori
eha but chuna o anyanya aushadhiya patraku nei present karayaaye.,ori
"eka aantharjatik cargo hav prakalp, 'malti modal ingrnasanal cargo hav and earport aat nagpur', (mihaan), vikashita karayaishi.",ori
"ha ha, nishchan!",ori
eita satre help kala .,ori
chennir jane puraskar-vijetha chakchchitra nirmata eban shikshak ke. hariharan kahiyanthi ye bharatiya chakchchitra kadapi mishrit dhniku bujhinathila .,ori
mo' nan anand yadab.,ori
"sat, buddha sthapatya hauchi upamahadeshar sabutharu prachin kritiguik bhitharu gotie .",ori
eha keralar randhan pranalitharu alaga janapadushi.,ori
"lanka kemithi uthayae, se vishakere mun thik janini.",ori
"1980 dashakare, speniya bavasaik pratishthan 'espera'nyja jji sia' eka 120-mi.mi. golabarud boma present karithila yahaki 21ti astra-pratirodhi upastra dharan karithila .",ori
"se yetevela khelunathae, sadharanthati se ketegudie sangeeth rialiti sho'r bhidio sabu dekhen.",ori
aavedan analinre karayai parib |,ori
"ehi aaingudik teevrabhave yekunsi besalkari rajanitik karyankalap upare pratibandhak lagidheithila: rastaare bikshobh pradarshan, an-anumodith rajanitik anusthan, eban an-punjikrit aarthik anudanku aupachaarika bhavare nishiddh karidhiayaithila .",ori
"hari ken eban san hung-min nij gun dra ka'na milanku udei deve, na poorvathan 'chelsi' eban 'arsenal' ferrd alibhidhar jirod 'spars' upare puni raaj karivaku ferive?",ori
"sidney opera house de aale-duale sthit svisszarland di numaindgi karan vaali brisit macmohan ne tiraqi keeti ate khed vich pahile son tagme lai daudi, chandi jitan vaali mishel jones varge pasandida gharelu athlits nuun haraya|",pan
"inhan nuun anti- vistyle, anti- fungel, anti-protogaal ate roganunashaka vich vargikaran kitha gya hai oh jise jivanus te com karade hannnai",pan
"bharat de bhugtan karan wale shaylia da doosare adhikar khetraan naal jodan di sambhawana, jise vich hun chal riha bharat da turant on waala yu.pi.aai duje adhikar khetraan vich naal di shaylia naal jodan naal duusari sarbhada di bhugtan ate bheji hoi rakmas vich wadha aiga I",pan
"fasal di kataai ton pihala ate bood vich us te saprai chhidakana, nadeen kaudna, us di batt, chantai, darjabandi ate doa-duai karze heth ounde han I",pan
andakosh sambandi nirikhan ik jaladi on vaali prakria hai (ik mahar inasaan nuun 12 mint lagade han) I,pan
oh jihdi bhhavikh vich madadagar sabut hovegi,pan
tusin kise hor booth vich vote paun de yoga nahi rahonge I,pan
"kanfedrasi ne britain vich vpark ship bildrs ton kai war ship kharide (see asa asa alabama, see asa asa tenndisi, see asa asa talhanasi, see asa asa florida ate kujh hor)|",pan
mai ik shaili chunan lai ulazan 'cha haa|,pan
"oh, awchha?",pan
"carbon guchhe pahili war 1984 vich aric e. ralphing, donald ium. kax ate andru kolder duara labhia gaia,prayogan vich leisure duara grapit nuun washpikrit kita gya ate washp nuun healium vayumandal duara tada kita gya see|",pan
"films ik tin aayami sansaar da ik doo aayami projecson hai, ik kala roop jise vich sari suinn ate viswal indria doven shaamil hundia han|",pan
"haa, ih bimaa uhanaas de netvarak hospitala raaheen nakd rahit hospital vich bharti di sahoolat pradaan karada hai|",pan
"oh, ih bohut gambhir hai|",pan
"haa, mai ih karada haa jadon ve minuun kujh khaali samaa milada hai|",pan
"ik electromagnaetic field nuun karants ate charjan (sarotaan) ton bohut daur electromagnaetic radiation (i aim aar ) kiha janda hai kiunki ih sarotaan vich charge ate karants ton radiat hunda hai, uhanaas 'te koi ""feedback"" prabhav nahi hunda, ate maujuda same vich uhanaas duara sidhe for 'te prabhavit nahi hunda (sagon ih asidhe for 'te pichhe uhanaas ton baahar nikalan wale khetraan vich tabdilia de kram vich paidaa hunda hai)",pan
"haa, 9 vin sadi isavi vich khudaai keeti gai, panch prachin jain guphawaan da ik smooh prasidh ellora guphawaan vich pia hai ate aurangabad de sabh ton dilachasap samaraks vichon ik hai.",pan
"udaharan de tor te, ait pi.aich (1 ton char tak) dhid de under aun wale jivanus lai ghatak hai I",pan
"thik hai , ih mera number hai I",pan
"ate jeee kuchh (san) andaroni , unhaa ne jo unhaa di shakti vich see, unhaa de sanjam ton hat gaye han; ate aapne pitaa ate matra ate bazurgan de prati aagiakari, atit de virodh vich ve bhavikh vich, har mauke 'te ish tarhaa com karke, uh bihtar ate hor khushi naal jeewan batit karange.",pan
"hello, ki ih tata capital hai?",pan
ishnoo piar da prateek ate aurangabad de pramukh itihask sthalaas vichon ik mannia janda hai.,pan
"jadon oh chowthe ae, onha ne bharati rashtirya ricard banaia jo ki pichle40 saalas vich kise ne nahi todiya see I",pan
"alasaka de ankarej, firbanks ate hens vich virodh pradarshan hoe|",pan
"aam tor te, vichar-vatandara lai tin din vanday jaande han I",pan
"mai agali war paka avanga, phir taan|",pan
"dhannavad, madam, tusin saanuun pichhali class vich isda jiadantar hisa karavaia see|",pan
halafaname lai kihade dasataveza di lod hai?,pan
he bhagvaan! tuhaanoon ih sabh galat khial kithon ae?,pan
tusin nishnal skalarship portal ton hor jankari downalod kar sakde hoo|,pan
kini der lagegi card pahunchan lai?,pan
halanki japan chaaval ate kanak lai sajai-nirbhar hai ( choula de biskutate processd khane di varton ton alava ) mulak nuun duje anaaj te chara fasalas lai lagabhaga 50% aayat karna penda hai ate mass di adhi purti lai aayat te nirbhar rihna penda hai I,pan
bohut vadhia! ih sun ke achaa lagya,pan
oh alag alag chizs sikh sakange I,pan
"pakh vich vots popular bal, e pi aar e, barad fount ate popular acshan de bainchs ton san|",pan
udesh hovega ki tin saalas vich vartaman satar di mahila anpadhata nuun uddh vich kitha jaave I,pan
"2006 vich neuyarak citi de apal fingth aevenu store de udaghatan vich bohut jiadas hazri bhari gai see, ate europe ton aun wale sailania ne ish samagam lai udan bhari see|",pan
onha ne aapne akharee dam tak manukhata da bhala kitha sikhia de ke ate us te amal kar ke I,pan
"baahron, bharat de anderle paisa, bharat vich jaiz bakaya, hor in aar o khatia ton transfar ate in aar o khatia vich credit di ijazat hai|",pan
"ishnoo karan lai, uhanaas nuun geind aapne adhikar vich rakhan lai prabhavkari daribling ate khidaria nuun sehi ate tej gendbazi sikhni pavegi|",pan
mai umeed karada haa ki mai ish nuun dekh pavanga,pan
kirapa karke kise hor sahita di state vich samparak karo|,pan
tuhaanoon auto ait lagatar 3 saalas lai premium da bhugtan karna pavega|,pan
per tuhaanoon ih ve yakini banauna hovega ki uh baahar jaave ate hor bachya naal khede|,pan
per mai soni tin 1 te dekhia see,pan
"betaa (anuvaad: putra) 1992 di bharati hindi drama film hai, jise da niradesan indra kumar ate lekhan naushir khatu ate kamalesh pandey duara kita gya see|",pan
aseen ik nava utpad jari kar rehe haa|,pan
"pher, jo ve hai, us te tuhada pataa ditaa hona chahida hai I",pan
pher ih haulli haulli stretopos tak pahunch janda hai I,pan
ish case vich in.ji.ti ne apna adalati ikhtiar chad ke prabandhaki smiti nuun saare adalati com soup dite han I,pan
"maansik sihat peshewar jiven ki manovigyani, manovigyaan vich aim di, manovigyaan vich diproma, jaaa manovigyaan vich rashtirya board de diplomet nuun puura karke apnia yogatas ; ik ton bood ik aim bi bi asa medical consil aaf india center ton hasil karade han|",pan
lun ate khaare paani di saoesia banjar te maru khetra vich hundi hai I,pan
"yojna te niyantaran de benga ton binaa, sair-sapate nuun viksat karan vich samajik,sabhiachark ate arthic vivaad paidaa hunda hai , ih sailaani te sthanak locals de sambandh vich disda hai I",pan
bhaaf hawa de wapamana nuun niyamat karan vich ik mouth bhumika nibhaunda hai kiunki oh graha ton aun vaali suraj di shakti ate thermal radiation nuun sama lendi hai I,pan
maharashtra di ih zikedar ate mashhoor pakvaan banaunan lai aalus nuun masalia naal rala ke pher basan di ik parat chada ke talaya janda hai I,pan
minuun lagada hai ki mai apni age di padhai lai vigyaan luungi,pan
bhaag-II (artical 17-24) sammelan di reporting ate nigrani ate ishnoo lagu karan lai parties duara chuke gaye kadama nuun niyantrit karada hai|,pan
"ihnas karks nuun dekh ke mahingai da prakhep saal 2022-23 vich 6.7 pratisht see, kuater 2 vich 7.1 pratisht, kuater 3 vich 6.5 pratisht ate kuater 4 vich 5.8 pratisht , ate khetre ait ton ait han I",pan
"roganunashaka pratirodh de bhojan utpadan, arth vivstha ate sudkhya te aasar kaaran , oh sihat,rashtiri sudkhya ate arth-prabandh nuun ve ik dhamki pesh karada hai I",pan
ih uhanaas lai lahevand hovega|,pan
aseen uhanaas nuun uhanaas dis yogatas de aadhar 'te utsahit karangey|},pan
mera com hai ish graha de watavarna de sabh ton atal pahilu da bachf karna,pan
"karamchari raj bimaa nigam medical kalaj, hyderabad, ne ra.si.i di pratiroop vikas vich madad kiti see, naal hi post grajuate institute aaf medical ajukeshan and risarch ne padarths di chikitsa de upyog lai azamaaish, pramanikta, ate swikriti kiti I",pan
"ki niji dhan sanchit karna naal dhan kuchh hi locals col ounda hai jaaa pragati,pratiyogta te takneeki wadha asmanta nuun gata sakda hai ?",pan
dableu.dableu.i de netvarak ve us da sidha prasaaran see,pan
mai jiadantar aapne group naal hafate de ant vich baahar janda haa|,pan
"nahi, ih undergarajuate ate post grajuate padhar te takneeki ate peshewar korsaan nuun cover karega|",pan
"motaa moti, aamadan pachhan di neeti bahrmukhata honi chahidi hai ate ih viaktigat lihaaza di tha vasuuli de dasatavez te adharit honi chahidi hai I",pan
"thik hai, pher vadhia hai I",pan
ih skim ail ai see de sahyog naal chaladi hai|,pan
mousam di bhavikhbaani anusaar ate sabh ton taaza wale de anusaar ih tin din hor chalega I,pan
mai umeed kar riha see ki tusin aapne koi vianjan di sifarish karaonge,pan
"1997 vich, aif e o ne bhukhamari naal ladan lai media, naamwar hasatia ate sabandhat nagariks di taaqat nuun vartade hoe, sangeet samaroh, kheds ate hor gatividhia vaali ik teli-food muhim di shuruaat keeti |",pan
"bhojan di fasal mouth tor te chaaval hai ate dalas (flidaar jaati de paude), raagi(safed bajra), ate hor fasalas ve ugaayi jandias han I",pan
tuhaade pine card ton shuruuvat karade haa I,pan
"sati sri akaal, umeed hai tusin saare thik hoo",pan
"court ne ish gal te ve jor ditaa ki niji jaankari te tath gopaniyata act de adhin ik jaruri tath hai jise karke ih hai jadon si.b.d.si nuun jari karan lai ankde ikethe kite jaa rehe han taan nagarik da bhala sabh ton uttam hona chahida hai ate siraf ohi ankde jo ki laazami han ate usi com lai varton onge jise lai oh ikthe kithe jaa rehe han , taahi oh sankalit kithe jaa sakde han I",pan
"natukotai chitear jaaa nagarathar samudai jo ki tamilnadu raj de chetinad ilaake ton han, onha de khan-pin nuun ""chetinad kurzine"" naal jaanya janda hai I",pan
tusin oeso; tusin apni sangeet abhias kar rehe hoo?,pan
harek kism di miti ik pedone jaaa us di mail naal jaani jandi hai I,pan
suleman de maape kaafi lambe san I,pan
"haa, narial da tel kerala dis bohut saare pakwaanaas vich akasar vartia janda hai|",pan
"use anusaar, ik report daraj karwai gai ate oh gujarat vich adhikaria vich bheji gai see I",pan
uh ih kiu kar rehe ne?,pan
indonesia di supreme court (indonesiai: mahakamah aging) nianic shakha da sabh ton ucha padhar hai|,pan
uhanaas vich masaala ve bharpoor hunda hai ish lai jiadatar pakwaanaas vich masaale di maataraa vadhere hundi hai|,pan
"isdi safalta ton bood, film poorabi asiai bazaar vich dikhai gai, ih 17 dasamber, 2010 nuun taiwan vich, ate phir honkong vich 1 satmber 2011 nuun relies hoi see|",pan
itsn tak ki mera parivar ve chahunda hai ki mai skuul jaana band karaan ate paisa kamaun lai com karna shuruu karaan|,pan
ish lai ih faisalaa bharat di mahira sansthavaan te chhadia gya see I,pan
"vartaman niyam siraf pemant eggrinet jo ki online jaaa i-kamras de karz di karwai karade han, onha tak hi simit hai I",pan
tuhaade col soup de hor ki vikalp han ??,pan
"kinare 'te zindgi da pradarshan, hare bhare choula de khet, ate kade-kadain mandir jaaa church de naal narial de baag, jadon tusin bacwaters vichon langhade hoo|",pan
paani vich lohe di maataraa bohut ziada hai|,pan
"oh pahili mahilaan bani jise ne 2005 vich panch mahandipa de samudra vich tiraqi kiti, jise vich strate aaf jibralter, tirenian saagar, cook strate, greece vich toronose khaadi (kasandara di khaadi), kelephornia de tat ton catalina channal, ate three ankar be ton li ke cape tien, ngkhani africa de nede robane tapu tak.",pan
"pind vich palag fail gya, ate minuun ashram de bachya di sudkhya khatre vich dikhi|",pan
ki tusin madad pania nuun dhiaan naal padhia hai ate saoesia nuun changi tarhaa hal kita hai?,pan
"sabh ton purania udahranas vich messonpotemia de shahir laagash ate uma (lagabhaga 2100 isa poorav) de wichkaar shanti sandhia hoia han ate misri phirun ramses II ate hiti king, hetusilis III, wichkaar ik samjhota, 1258 bi see i vich samapat hora|",pan
ih insaiclopydia britanica duvaara prakashit kiti gai hai; ih sangat 18 ve sadi ton chal rahi hai haalaaki us di malklat inhan sadia vich kai war badal chuki hai I,pan
"sahitak kalaavaas saahit dis uh rachnavaan han jo shaili, theme, kirdaar, jaaa kahaani vich khubasurat han I gitakari kavitaas, naatak, chotia kahania ate novel ih sabh udaharan han.",pan
"ih dekhade hoe ki jarasim ait hunde han, uhanaas lai aapne jarasim roop vich vaapis auna ate bood vich bimari da kaaran banna bohut ait hunda hai|",pan
pattmi ghat te arabia saagar de vichale 720 kilometre lambi patti vich chhupe hoe tat ate kande han I,pan
tuun bilkul thik kahi riha hai ki uhanaas dalalas ne kimtaan vadha rakhia ne|,pan
"khand 6.4.6 di vyakhya karade hoe vidawan wakil ne pesh kita ki ukat dhaara vich bhaari juramaana hai, ukat dhaara operator de kite nuksaan kaaran on walia kalas de taping jaaa galat rooting de mammlas 'te centerit hai ate ih kise hor kaaran 'te lagu nahi hunda; ish vartaman maamle vich jo shikaitaan kitia han , karwaia rilines ne nahi balki ik beiman gaahak ne kitia han, ish lai khand 6.4.6 lagu nahi hoo sakda|",pan
"bhavikh vich sahoolat lai, tusin camps vich saria sevaavaan da labh lan lai ik ap di varton kar sakde hoo|",pan
jeee tusin chaaho taan aapas team vich com kar sakde haa,pan
"thik hai sar, mai ki madad kar sakadi haa?",pan
bodhi chitarakari valya baag gufa madhia pradesh de dhar jila to 97 kilometre di duuri te sthit han I,pan
haa haa|,pan
"radioteps di vadhadi mang nuun dekhade hoe te parmanu vigyaan vich takneeki khoj kaaran, ik hor uddh nautran fainks wale riector di lod 1970 vich pai see jise kaaran R-5 riector (bood vich ish da naame dhruva riector vich badal ditaa see ) ,b.e.ra.si, tarubae vich ish di sanrchana keeti gai see I",pan
"oh, haa, tusin saanuun sabh kujh sikhya see, dhannavad|",pan
vyah nuun kaanooni for te manta praapat karwaun lai us di registery honi laazami hai.,pan
ki tusin cripa karke mera credit score naal check kar sakde hoo ate minuun das sakde hoo ki minuun kinna lon mile sakda hai?,pan
"thik hai, phir antim ik baare ki ?",pan
"thik hai, mai tuhaanoon apni lokesan bhej rahi haa, jekar usnoo naa pataa lagia taan|",pan
"arthshastra de anusaar, ik sarwan jaaa karsha 80 batia de barabar see (1 maasha= 5 ratti miar de aadhar 'te)|",pan
ki tuhaade col koi suwal han?,pan
balgas lai koi alag daila fis nahi hai I,pan
"market vich sankde handset han, ate uh scrine de aakaar ate samrathit taknalogya duara bakhre han (jiven emeemes , wap 2.0)|",pan
minuun pichhali class ton kujh nadia de name yaad han|,pan
mai ve sahit bimaa lan baare soch rahi haa|,pan
"ih kise ve prakiria da havaala de sakda hai, jo kise jeev de under paidaa hundi hai (bhav andoganus) ate watavarna nuun jawaab dindi hai (watavarna duara ulajhi hoi)|",pan
paka tuun chalaa lavenga?,pan
"jadon police bhaag 154 de kaanooni zarurtaan nuun puura nahi kardi taan us da marg all india institute aaf medical sinas case, gangadhar case, hari singh case ate minu kumari de case vich lagu hai I",pan
zamin de uhanaas samooha vich zamin di apni kujh viakhan visheshta hai|,pan
har war jadon mai usnoo baahar li javanga taan mai saram naal mar javanga|,pan
"jeee tusin chahunde hoo, mai tuhaanoon apna ik ejant de sakda haa jo tuhaanoon vistar vich dasega|",pan
ih taan kaafi dilachasap hai.I sarkari ajaib ghar inna mashhoor kiu hai?,pan
"nahi, uh bohut samaa pahilaan ik bakhri safari dis han|",pan
"amia chakravarti (30 november 1912-6 march 1957) ik bharati film niradeshk, patakatha lekhak see, ate 1940 ate 1950 de hindi cinema vich niramata ate pramukh film niradeshk ve san|",pan
"mahaan misri ajaib ghar, midan taharir vich sthit satikaryog misri ajaib ghar di lambi der ton udik kar rahi punar sthapna hai, jise vich bada pradarashani khetra, stores ate com-kaaj da sthal hai I",pan
"hello sar, mai adarsha di maa haa|",pan
punachh ate mirpur khetra vich bagawats ate khibar-pakhtunkhwa ton pakistani hamait praapat pastuni kabile di dakshandazi ton bood maharaja ne bharati fouj ton sahita mangi|,pan
